59,257,1
59,310,1
59,327,1
59,331,1
59,375,1
59,436,1
59,462,1
61,184,1
61,198,1
61,312,1
61,461,1
62,49,1
62,427,1
63,7,1
63,103,1
63,136,1
63,280,1
63,547,1
63,697,1
64,29,1
65,27,1
65,50,1
65,109,1
65,323,1
65,1174,1
65,1175,1
66,100,1
66,109,1
66,441,1
67,449,1
69,483,1
69,513,1
69,727,1
69,1056,1
70,279,1
70,367,1
70,431,1
71,347,1
72,245,1
72,460,1
73,279,1
73,431,1
75,327,1
75,461,1
76,186,1
77,244,1
77,359,1
77,443,1
78,100,1
79,35,1
79,100,1
81,118,1
83,44,1
83,238,1
83,402,1
84,49,1
84,89,1
84,249,1
84,403,1
85,290,1
86,274,1
86,303,1
86,461,1
86,473,1
86,476,1
86,494,1
86,986,1
87,145,1
87,516,1
88,166,1
88,264,1
88,375,1
88,462,1
89,11,1
89,151,1
90,441,1
91,244,1
91,359,1
91,443,1
93,165,1
93,224,1
93,375,1
93,462,1
94,27,1
94,50,1
94,140,1
94,165,1
94,166,1
94,233,1
94,244,1
94,257,1
94,279,1
94,289,1
94,323,1
94,359,1
94,408,1
94,431,1
94,453,1
94,529,1
94,636,1
94,1174,1
94,1175,1
94,1176,1
95,858,1
96,460,1
97,244,1
97,359,1
97,443,1
98,11,1
98,120,1
98,151,1
98,575,1
98,815,1
100,146,1
101,244,1
101,363,1
101,443,1
102,13,1
102,27,1
102,50,1
102,84,1
102,140,1
102,165,1
102,166,1
102,176,1
102,195,1
102,222,1
102,233,1
102,257,1
102,289,1
102,310,1
102,323,1
102,327,1
102,329,1
102,331,1
102,369,1
102,375,1
102,436,1
102,462,1
102,562,1
103,99,1
104,396,1
104,1012,1
109,279,1
109,431,1
110,289,1
110,329,1
110,408,1
111,72,1
111,274,1
111,303,1
111,461,1
111,988,1
111,989,1
111,990,1
111,1167,1
111,1168,1
111,1169,1
111,1170,1
111,1171,1
112,11,1
112,365,1
113,321,1
113,460,1
115,318,1
116,859,1
116,1146,1
117,73,1
117,547,1
119,82,1
121,13,1
121,27,1
121,50,1
121,85,1
121,140,1
121,165,1
121,166,1
121,176,1
121,195,1
121,222,1
121,233,1
121,257,1
121,289,1
121,310,1
121,323,1
121,327,1
121,329,1
121,331,1
121,369,1
121,375,1
121,380,1
121,436,1
121,462,1
121,562,1
122,313,1
122,569,1
122,615,1
122,860,1
122,861,1
123,68,1
123,74,1
123,321,1
124,99,1
124,165,1
124,195,1
124,289,1
124,327,1
124,329,1
124,395,1
124,408,1
124,614,1
126,165,1
126,176,1
126,257,1
126,310,1
126,359,1
127,274,1
127,303,1
127,461,1
128,99,1
128,395,1
129,59,1
129,272,1
129,609,1
131,27,1
131,50,1
131,140,1
131,233,1
131,323,1
132,176,1
133,109,1
133,1203,1
134,249,1
134,941,1
134,994,1
134,995,1
134,999,1
135,247,1
135,917,1
136,15,1
136,107,1
136,286,1
136,287,1
137,289,1
137,329,1
137,408,1
138,419,1
139,249,1
139,381,1
139,994,1
139,995,1
139,996,1
139,997,1
139,998,1
139,999,1
139,1203,1
141,68,1
141,196,1
141,321,1
141,381,1
142,14,1
142,22,1
142,86,1
142,114,1
142,209,1
142,259,1
142,360,1
144,249,1
144,994,1
144,995,1
144,999,1
145,72,1
145,274,1
145,303,1
145,422,1
145,461,1
145,988,1
145,989,1
145,990,1
145,1167,1
145,1168,1
145,1169,1
145,1170,1
145,1171,1
146,13,1
146,257,1
146,310,1
146,436,1
147,50,1
147,323,1
147,424,1
148,120,1
149,13,1
149,84,1
149,165,1
149,166,1
149,195,1
149,222,1
149,224,1
149,257,1
149,310,1
149,327,1
149,331,1
149,375,1
149,436,1
149,462,1
152,274,1
152,303,1
152,461,1
152,473,1
152,476,1
152,494,1
152,986,1
153,273,1
154,74,1
154,381,1
155,279,1
155,367,1
155,431,1
157,303,1
157,461,1
159,32,1
159,428,1
159,988,1
160,436,1
161,27,1
161,50,1
161,257,1
161,310,1
161,323,1
162,928,1
164,328,1
165,186,1
165,190,1
166,186,1
166,187,1
166,361,1
168,427,1
169,550,1
171,165,1
171,289,1
171,395,1
171,917,1
172,289,1
172,436,1
173,207,1
173,226,1
173,241,1
173,260,1
173,359,1
175,49,1
175,289,1
175,329,1
175,408,1
176,27,1
176,50,1
176,140,1
176,233,1
176,257,1
176,279,1
176,289,1
176,323,1
176,408,1
176,431,1
176,1174,1
176,1175,1
177,44,1
177,83,1
177,115,1
177,171,1
177,238,1
177,378,1
177,402,1
179,11,1
179,151,1
180,11,1
180,151,1
181,141,1
182,431,1
183,461,1
184,72,1
184,274,1
184,303,1
184,461,1
184,988,1
184,989,1
184,990,1
184,1167,1
184,1168,1
184,1169,1
184,1170,1
184,1171,1
185,279,1
185,367,1
185,431,1
186,13,1
186,166,1
186,257,1
186,289,1
186,329,1
186,436,1
189,151,1
189,1120,1
189,1139,1
190,68,1
190,458,1
191,151,1
191,739,1
192,165,1
192,195,1
192,327,1
194,33,1
194,52,1
195,49,1
195,99,1
195,395,1
196,166,1
196,436,1
197,483,1
197,513,1
198,125,1
200,858,1
202,27,1
202,50,1
202,140,1
202,233,1
202,323,1
203,244,1
203,359,1
203,443,1
204,74,1
204,1203,1
205,11,1
205,151,1
206,61,1
207,13,1
207,241,1
207,257,1
207,331,1
207,436,1
211,774,1
211,779,1
212,125,1
214,99,1
214,395,1
215,243,1
218,441,1
218,571,1
220,109,1
221,151,1
221,641,1
222,655,1
223,427,1
225,68,1
226,27,1
226,50,1
226,140,1
226,166,1
226,233,1
226,257,1
226,279,1
226,289,1
226,323,1
226,408,1
226,431,1
227,82,1
227,784,1
228,125,1
229,13,1
229,50,1
229,165,1
229,279,1
229,289,1
229,431,1
229,436,1
229,461,1
230,460,1
231,144,1
233,292,1
234,11,1
234,151,1
235,853,1
237,26,1
237,301,1
239,1162,1
239,1163,1
240,190,1
241,109,1
243,99,1
243,166,1
243,395,1
243,462,1
243,614,1
244,27,1
244,50,1
244,140,1
244,233,1
244,323,1
245,11,1
245,151,1
246,165,1
246,195,1
246,327,1
248,151,1
251,61,1
252,11,1
252,141,1
252,151,1
252,202,1
252,529,1
252,815,1
252,855,1
252,1016,1
253,49,1
253,289,1
253,329,1
253,408,1
254,460,1
255,277,1
256,15,1
256,107,1
256,201,1
256,202,1
256,286,1
256,287,1
256,390,1
256,434,1
256,527,1
258,99,1
258,289,1
258,329,1
258,395,1
260,989,1
261,68,1
261,321,1
262,11,1
262,151,1
262,429,1
262,609,1
262,647,1
263,401,1
263,723,1
263,919,1
265,244,1
265,359,1
265,443,1
266,99,1
266,395,1
267,687,1
267,718,1
269,8,1
269,114,1
269,259,1
269,496,1
269,497,1
269,636,1
269,675,1
269,690,1
269,1023,1
270,460,1
271,74,1
272,27,1
272,50,1
272,140,1
272,233,1
272,242,1
272,249,1
272,289,1
272,323,1
272,329,1
272,408,1
272,994,1
272,999,1
272,1152,1
273,13,1
273,242,1
273,436,1
274,74,1
276,449,1
276,590,1
276,1154,1
276,1155,1
276,1156,1
277,187,1
277,316,1
278,165,1
279,460,1
280,7,1
280,136,1
280,547,1
281,328,1
281,638,1
282,186,1
282,190,1
282,517,1
282,753,1
284,137,1
284,418,1
286,186,1
287,7,1
287,280,1
287,547,1
287,697,1
287,766,1
288,91,1
288,359,1
288,443,1
289,347,1
290,165,1
290,166,1
290,257,1
290,289,1
290,310,1
290,431,1
291,424,1
292,363,1
292,471,1
292,585,1
292,738,1
292,987,1
293,49,1
293,109,1
293,204,1
293,249,1
293,277,1
293,403,1
293,431,1
293,941,1
293,994,1
293,995,1
293,996,1
293,997,1
293,998,1
293,999,1
294,74,1
295,99,1
295,165,1
295,289,1
295,327,1
295,329,1
295,395,1
295,408,1
296,166,1
296,264,1
296,375,1
296,462,1
298,116,1
299,219,1
300,247,1
300,424,1
300,494,1
300,495,1
300,917,1
300,986,1
300,1164,1
300,1165,1
300,1166,1
300,1505,1
300,1506,1
300,1507,1
300,1508,1
300,1509,1
301,68,1
301,458,1
302,34,1
303,13,1
303,49,1
303,257,1
303,289,1
303,329,1
303,436,1
304,109,1
307,72,1
307,274,1
307,303,1
307,461,1
307,988,1
307,989,1
307,990,1
307,1167,1
307,1168,1
307,1169,1
307,1170,1
307,1171,1
309,427,1
310,74,1
310,381,1
310,460,1
311,72,1
311,274,1
311,303,1
311,461,1
311,988,1
311,989,1
311,990,1
311,1167,1
311,1168,1
311,1169,1
311,1170,1
311,1171,1
312,125,1
312,592,1
313,165,1
313,289,1
315,427,1
315,1030,1
316,184,1
316,290,1
317,165,1
317,257,1
317,279,1
317,289,1
317,327,1
317,329,1
317,375,1
317,408,1
317,436,1
317,462,1
318,165,1
318,195,1
318,327,1
318,1161,1
320,381,1
322,184,1
322,312,1
323,244,1
323,359,1
323,443,1
325,289,1
325,329,1
325,408,1
326,244,1
326,359,1
326,443,1
328,11,1
328,151,1
330,13,1
330,84,1
330,165,1
330,166,1
330,195,1
330,222,1
330,224,1
330,257,1
330,310,1
330,327,1
330,331,1
330,375,1
330,380,1
330,436,1
330,462,1
331,27,1
331,50,1
331,140,1
331,233,1
331,257,1
331,279,1
331,323,1
331,431,1
333,100,1
333,176,1
333,363,1
333,367,1
333,424,1
334,90,1
334,1140,1
335,320,1
336,176,1
336,323,1
336,424,1
338,116,1
338,120,1
339,424,1
340,247,1
340,917,1
341,13,1
341,165,1
341,166,1
341,195,1
341,222,1
341,257,1
341,289,1
341,310,1
341,327,1
341,329,1
341,331,1
341,375,1
341,436,1
342,20,1
342,109,1
344,329,1
344,367,1
345,11,1
345,151,1
345,238,1
346,109,1
347,61,1
347,165,1
347,257,1
347,289,1
347,369,1
348,242,1
348,362,1
348,453,1
348,461,1
349,109,1
350,63,1
350,102,1
350,423,1
351,176,1
352,59,1
353,676,1
355,582,1
356,292,1
357,519,1
357,666,1
357,728,1
357,746,1
357,1173,1
358,917,1
359,427,1
360,109,1
362,145,1
362,606,1
362,923,1
362,925,1
363,50,1
364,68,1
364,458,1
364,571,1
365,11,1
365,151,1
366,11,1
366,151,1
367,125,1
368,274,1
368,303,1
368,461,1
368,473,1
368,476,1
368,494,1
368,986,1
369,11,1
369,20,1
369,120,1
369,141,1
369,151,1
369,710,1
369,1503,1
370,34,1
371,44,1
371,83,1
371,115,1
371,378,1
372,13,1
372,84,1
372,165,1
372,195,1
372,327,1
373,443,1
374,50,1
374,323,1
375,7,1
375,103,1
375,280,1
375,547,1
375,671,1
375,697,1
376,281,1
376,384,1
377,27,1
377,50,1
377,233,1
377,323,1
378,50,1
378,424,1
379,150,1
379,262,1
380,244,1
380,359,1
380,443,1
381,11,1
381,151,1
382,853,1
382,855,1
382,989,1
382,990,1
383,184,1
383,312,1
383,515,1
383,1184,1
384,103,1
385,75,1
385,79,1
389,72,1
389,303,1
389,422,1
389,461,1
389,988,1
389,989,1
389,990,1
389,1167,1
389,1168,1
389,1169,1
389,1170,1
389,1171,1
390,242,1
390,289,1
390,380,1
390,436,1
390,622,1
390,1376,1
392,321,1
392,460,1
393,27,1
393,50,1
393,140,1
393,233,1
393,323,1
394,204,1
394,242,1
394,244,1
394,359,1
394,443,1
394,564,1
395,365,1
396,99,1
396,395,1
397,72,1
397,274,1
397,303,1
397,461,1
397,988,1
397,989,1
397,990,1
397,1167,1
397,1168,1
397,1169,1
397,1170,1
397,1171,1
398,247,1
398,257,1
399,244,1
399,359,1
399,443,1
401,13,1
401,242,1
401,436,1
402,409,1
402,1151,1
405,460,1
406,11,1
406,151,1
407,103,1
407,1149,1
407,1150,1
408,61,1
409,396,1
410,109,1
411,184,1
411,312,1
412,11,1
412,151,1
413,395,1
414,96,1
414,167,1
416,34,1
419,125,1
420,320,1
421,161,1
421,290,1
421,341,1
421,740,1
422,176,1
423,460,1
424,72,1
424,274,1
424,303,1
424,422,1
424,461,1
424,988,1
424,989,1
424,990,1
424,1167,1
424,1168,1
424,1169,1
424,1170,1
424,1171,1
425,128,1
425,267,1
425,363,1
425,428,1
425,461,1
426,244,1
426,359,1
426,443,1
427,143,1
428,290,1
428,419,1
429,46,1
429,166,1
429,176,1
429,443,1
429,462,1
430,35,1
430,336,1
430,347,1
430,1007,1
431,142,1
432,50,1
432,100,1
432,109,1
432,279,1
432,323,1
432,367,1
432,431,1
433,49,1
433,89,1
433,109,1
434,109,1
434,184,1
434,277,1
434,312,1
434,506,1
434,818,1
434,853,1
434,854,1
434,855,1
434,923,1
434,925,1
434,1035,1
434,1184,1
434,1185,1
434,1186,1
434,1187,1
434,1188,1
434,1189,1
435,451,1
437,116,1
437,120,1
438,363,1
438,436,1
440,375,1
440,462,1
442,280,1
442,697,1
442,766,1
442,1151,1
443,244,1
443,359,1
443,443,1
444,257,1
445,165,1
445,195,1
445,242,1
445,289,1
445,327,1
445,395,1
446,61,1
447,208,1
447,1007,1
449,257,1
449,436,1
450,279,1
450,367,1
451,395,1
452,241,1
452,363,1
455,166,1
455,264,1
455,375,1
455,462,1
456,264,1
456,375,1
456,462,1
458,460,1
459,99,1
459,166,1
459,395,1
459,462,1
460,100,1
461,422,1
461,461,1
462,11,1
462,151,1
463,165,1
463,289,1
464,34,1
464,120,1
466,165,1
467,176,1
469,657,1
470,103,1
470,358,1
470,697,1
470,932,1
472,427,1
473,50,1
474,189,1
474,296,1
475,247,1
476,395,1
477,50,1
478,13,1
478,79,1
478,84,1
478,222,1
478,331,1
478,367,1
478,436,1
479,247,1
479,917,1
480,859,1
481,11,1
481,151,1
482,43,1
484,7,1
484,941,1
485,427,1
486,375,1
486,462,1
487,184,1
487,243,1
487,312,1
487,318,1
487,818,1
487,1035,1
489,187,1
490,859,1
492,11,1
492,151,1
492,1147,1
493,418,1
494,293,1
495,460,1
496,11,1
496,120,1
496,141,1
496,151,1
497,95,1
497,141,1
497,254,1
497,611,1
497,643,1
497,716,1
498,165,1
499,323,1
500,242,1
500,249,1
500,381,1
500,506,1
500,622,1
500,994,1
500,995,1
500,999,1
500,1152,1
500,1153,1
501,414,1
503,34,1
503,637,1
504,582,1
505,514,1
505,649,1
505,1202,1
506,109,1
506,525,1
507,27,1
507,50,1
507,140,1
507,233,1
507,323,1
508,923,1
508,925,1
509,40,1
509,618,1
509,1197,1
510,151,1
510,401,1
510,430,1
510,662,1
512,176,1
512,241,1
512,363,1
515,460,1
515,1504,1
517,11,1
517,151,1
519,427,1
521,27,1
521,50,1
521,323,1
522,99,1
522,395,1
522,546,1
522,570,1
522,614,1
522,1010,1
522,1011,1
523,116,1
523,120,1
524,72,1
524,274,1
524,303,1
524,422,1
524,461,1
524,988,1
524,989,1
524,990,1
524,1167,1
524,1168,1
524,1169,1
524,1170,1
524,1171,1
525,27,1
525,50,1
525,140,1
525,233,1
525,242,1
525,257,1
525,289,1
525,323,1
525,436,1
527,187,1
527,316,1
527,1067,1
529,328,1
529,498,1
529,1203,1
530,46,1
530,224,1
530,257,1
530,310,1
531,122,1
531,145,1
533,391,1
533,574,1
533,1182,1
535,27,1
535,50,1
535,323,1
536,100,1
537,124,1
537,1042,1
538,35,1
538,272,1
538,280,1
538,664,1
538,697,1
538,766,1
539,328,1
540,510,1
540,1203,1
541,328,1
542,49,1
542,242,1
542,331,1
542,436,1
543,186,1
544,367,1
544,431,1
545,279,1
545,367,1
545,431,1
546,266,1
547,3,1
547,49,1
547,152,1
547,239,1
547,318,1
547,1382,1
547,1383,1
549,280,1
549,358,1
550,279,1
550,367,1
550,431,1
551,242,1
551,249,1
551,453,1
551,506,1
551,994,1
551,995,1
551,999,1
553,49,1
553,99,1
553,506,1
554,184,1
554,243,1
554,318,1
554,403,1
554,419,1
555,95,1
555,116,1
558,74,1
560,460,1
561,120,1
562,49,1
562,95,1
562,99,1
562,289,1
562,395,1
562,589,1
562,670,1
562,682,1
565,27,1
565,50,1
565,61,1
565,140,1
565,165,1
565,166,1
565,195,1
565,224,1
565,233,1
565,257,1
565,279,1
565,289,1
565,310,1
565,323,1
565,327,1
565,329,1
565,408,1
565,431,1
565,436,1
566,262,1
566,528,1
567,50,1
567,323,1
568,165,1
568,166,1
568,257,1
568,279,1
568,289,1
568,310,1
568,329,1
568,367,1
568,431,1
570,27,1
570,50,1
570,99,1
570,140,1
570,233,1
570,257,1
570,279,1
570,289,1
570,323,1
570,395,1
570,431,1
570,584,1
571,279,1
571,367,1
571,1165,1
572,190,1
573,419,1
574,239,1
574,291,1
574,311,1
574,318,1
574,363,1
574,461,1
574,626,1
574,628,1
574,658,1
574,743,1
574,1162,1
574,1163,1
575,100,1
575,176,1
575,363,1
575,367,1
576,49,1
576,289,1
576,329,1
576,408,1
577,427,1
580,248,1
580,546,1
580,625,1
580,637,1
580,647,1
580,710,1
580,852,1
581,100,1
581,207,1
581,226,1
581,279,1
581,311,1
581,363,1
582,274,1
582,303,1
582,461,1
582,473,1
582,476,1
582,494,1
582,986,1
583,427,1
585,49,1
585,109,1
586,68,1
586,244,1
586,359,1
586,443,1
586,573,1
587,331,1
587,436,1
588,68,1
588,74,1
588,197,1
588,460,1
589,13,1
589,84,1
589,165,1
589,166,1
589,195,1
589,222,1
589,224,1
589,257,1
589,289,1
589,310,1
589,327,1
589,329,1
589,331,1
589,375,1
589,408,1
589,436,1
589,462,1
591,291,1
591,362,1
591,453,1
591,461,1
593,99,1
593,395,1
594,184,1
594,312,1
595,109,1
595,855,1
596,68,1
596,458,1
596,674,1
596,721,1
597,303,1
597,422,1
597,461,1
598,13,1
598,84,1
598,165,1
598,166,1
598,195,1
598,222,1
598,224,1
598,257,1
598,289,1
598,310,1
598,327,1
598,329,1
598,331,1
598,369,1
598,375,1
598,408,1
598,436,1
598,462,1
600,99,1
600,395,1
601,427,1
602,461,1
602,1167,1
603,1300,1
604,99,1
604,395,1
607,99,1
607,395,1
608,72,1
608,303,1
608,461,1
608,988,1
608,989,1
608,990,1
608,1167,1
608,1168,1
608,1169,1
608,1170,1
608,1171,1
610,859,1
611,49,1
612,425,1
613,571,1
614,219,1
614,363,1
614,436,1
615,460,1
616,7,1
617,13,1
617,27,1
617,50,1
617,84,1
617,140,1
617,165,1
617,166,1
617,176,1
617,195,1
617,222,1
617,233,1
617,257,1
617,289,1
617,310,1
617,323,1
617,327,1
617,329,1
617,331,1
617,369,1
617,375,1
617,408,1
617,436,1
617,462,1
617,562,1
618,27,1
618,323,1
618,424,1
618,917,1
619,17,1
619,139,1
622,46,1
622,50,1
622,436,1
623,3,1
623,41,1
623,245,1
623,460,1
624,291,1
624,362,1
624,453,1
624,461,1
625,13,1
625,27,1
625,50,1
625,84,1
625,140,1
625,165,1
625,166,1
625,176,1
625,195,1
625,222,1
625,233,1
625,257,1
625,289,1
625,310,1
625,323,1
625,327,1
625,329,1
625,331,1
625,369,1
625,375,1
625,436,1
625,462,1
625,562,1
626,40,1
627,224,1
627,257,1
627,279,1
627,310,1
627,431,1
627,467,1
628,923,1
628,925,1
629,17,1
629,139,1
631,561,1
632,8,1
632,114,1
632,251,1
632,259,1
632,484,1
632,485,1
632,486,1
632,487,1
632,488,1
632,524,1
633,156,1
634,460,1
635,498,1
638,14,1
638,19,1
638,86,1
638,114,1
638,209,1
638,259,1
638,496,1
638,497,1
639,494,1
639,986,1
639,1165,1
640,606,1
641,316,1
642,99,1
642,395,1
644,109,1
645,243,1
646,551,1
651,27,1
651,323,1
651,424,1
652,125,1
653,478,1
653,593,1
653,648,1
653,708,1
655,65,1
655,247,1
655,279,1
655,289,1
656,139,1
656,923,1
657,419,1
659,40,1
659,120,1
659,609,1
660,17,1
660,82,1
661,247,1
662,68,1
662,74,1
662,113,1
662,321,1
662,642,1
663,27,1
663,50,1
663,323,1
664,460,1
668,280,1
668,401,1
669,72,1
669,274,1
669,303,1
669,461,1
669,988,1
669,989,1
669,990,1
669,1167,1
669,1168,1
669,1169,1
669,1170,1
669,1171,1
670,65,1
670,165,1
670,195,1
670,279,1
670,327,1
670,367,1
670,431,1
670,923,1
670,925,1
672,27,1
672,50,1
672,140,1
672,233,1
672,323,1
673,72,1
673,274,1
673,303,1
673,461,1
673,988,1
673,989,1
673,990,1
673,1167,1
673,1168,1
673,1169,1
673,1170,1
673,1171,1
676,90,1
676,723,1
677,320,1
678,50,1
678,166,1
678,257,1
678,436,1
679,13,1
679,257,1
679,436,1
681,280,1
681,697,1
681,766,1
683,74,1
684,65,1
685,787,1
686,99,1
686,395,1
687,207,1
687,279,1
687,431,1
690,277,1
691,738,1
692,176,1
692,244,1
692,279,1
692,359,1
692,431,1
692,443,1
693,59,1
694,96,1
694,167,1
695,13,1
695,61,1
695,99,1
695,165,1
695,166,1
695,195,1
695,222,1
695,224,1
695,257,1
695,289,1
695,310,1
695,327,1
695,331,1
695,369,1
695,395,1
695,436,1
695,462,1
695,562,1
696,121,1
697,244,1
697,359,1
697,443,1
698,1012,1
699,498,1
701,29,1
703,74,1
704,165,1
704,289,1
705,359,1
705,443,1
708,328,1
281,1328,0
136,540,0
184,219,0
5,1486,0
667,861,0
345,1493,0
156,349,0
242,422,0
221,1089,0
554,61,0
9,870,0
579,1002,0
503,477,0
398,1456,0
456,592,0
4,715,0
606,842,0
269,1481,0
498,429,0
686,181,0
397,1455,0
35,688,0
438,849,0
613,698,0
702,1480,0
309,914,0
614,1089,0
540,1365,0
306,609,0
256,958,0
41,800,0
136,56,0
448,866,0
151,1442,0
414,144,0
346,1437,0
448,277,0
169,1249,0
94,1161,0
675,1446,0
624,519,0
411,36,0
409,14,0
244,309,0
103,1483,0
395,1430,0
2,217,0
246,990,0
161,160,0
270,1452,0
403,235,0
581,734,0
208,1241,0
219,461,0
267,1124,0
647,695,0
441,44,0
246,1445,0
193,1214,0
271,242,0
282,860,0
64,518,0
410,73,0
325,1001,0
99,224,0
180,689,0
193,47,0
589,129,0
689,312,0
125,1273,0
159,149,0
189,1453,0
649,136,0
442,559,0
124,1137,0
630,501,0
285,1386,0
201,690,0
562,1314,0
173,168,0
58,903,0
634,1115,0
47,955,0
707,183,0
311,1369,0
253,602,0
529,1162,0
31,1155,0
192,514,0
36,528,0
495,579,0
464,1441,0
445,1279,0
195,1290,0
583,1239,0
483,589,0
398,1332,0
136,1439,0
506,1380,0
549,971,0
568,1125,0
494,15,0
579,507,0
393,443,0
220,638,0
163,706,0
101,1253,0
335,629,0
380,767,0
470,323,0
592,62,0
89,843,0
608,162,0
27,1071,0
330,314,0
286,1045,0
370,1425,0
4,911,0
517,710,0
397,1111,0
49,432,0
563,630,0
120,589,0
314,760,0
537,1097,0
26,286,0
436,1427,0
657,1246,0
654,824,0
492,25,0
395,1341,0
472,571,0
405,9,0
602,307,0
196,800,0
519,1043,0
4,995,0
294,1352,0
166,545,0
60,1229,0
91,871,0
338,185,0
454,343,0
200,954,0
563,247,0
566,226,0
132,1173,0
654,514,0
478,627,0
685,491,0
326,954,0
669,71,0
659,714,0
167,762,0
302,564,0
420,497,0
52,178,0
462,1384,0
218,579,0
279,102,0
89,1045,0
682,177,0
354,1108,0
527,1090,0
450,277,0
700,1314,0
282,924,0
696,969,0
585,957,0
510,932,0
523,1361,0
224,400,0
188,1279,0
180,650,0
243,373,0
436,986,0
391,1053,0
464,178,0
691,34,0
345,866,0
317,972,0
586,308,0
668,881,0
90,623,0
123,945,0
93,660,0
245,856,0
65,539,0
386,924,0
262,1391,0
466,1032,0
514,917,0
178,788,0
96,882,0
115,1336,0
290,1056,0
165,1202,0
380,1053,0
574,1497,0
264,847,0
529,241,0
81,462,0
532,1336,0
97,1027,0
650,625,0
628,1333,0
51,1455,0
540,379,0
651,1386,0
310,1141,0
673,211,0
658,1101,0
118,1234,0
338,400,0
39,1268,0
626,1012,0
671,1057,0
576,349,0
522,1448,0
702,1473,0
423,989,0
373,100,0
286,568,0
51,36,0
35,698,0
133,1071,0
26,441,0
194,1448,0
116,913,0
707,1464,0
203,1358,0
349,683,0
603,1233,0
602,443,0
418,46,0
695,316,0
43,708,0
138,24,0
333,475,0
232,553,0
263,631,0
495,252,0
544,581,0
401,115,0
694,1214,0
94,1466,0
300,1275,0
14,1078,0
695,1134,0
363,114,0
623,572,0
651,339,0
328,461,0
333,742,0
83,762,0
524,859,0
105,255,0
635,762,0
575,1183,0
214,1388,0
197,1115,0
118,989,0
191,1333,0
542,990,0
318,449,0
516,114,0
271,125,0
542,672,0
284,424,0
402,299,0
106,1501,0
80,145,0
324,1484,0
186,846,0
126,936,0
407,1482,0
437,1173,0
383,765,0
169,660,0
297,684,0
411,872,0
464,115,0
357,1477,0
74,29,0
433,264,0
192,915,0
292,211,0
494,1459,0
551,93,0
451,957,0
339,912,0
270,1115,0
177,925,0
543,154,0
27,767,0
317,428,0
193,1325,0
584,644,0
86,1407,0
338,1300,0
204,1225,0
162,811,0
629,942,0
345,623,0
129,1134,0
591,815,0
314,553,0
177,736,0
258,527,0
536,928,0
635,191,0
41,608,0
688,784,0
404,896,0
118,1282,0
30,364,0
305,893,0
193,668,0
521,1415,0
31,935,0
264,1194,0
292,659,0
292,1097,0
155,1117,0
261,24,0
68,1370,0
245,1386,0
643,1221,0
471,1284,0
118,1108,0
437,33,0
460,241,0
632,207,0
475,474,0
458,1129,0
518,957,0
261,859,0
317,1488,0
60,197,0
431,1449,0
388,323,0
120,1460,0
194,276,0
507,827,0
392,917,0
97,1445,0
347,129,0
382,1463,0
337,550,0
385,992,0
656,143,0
39,780,0
566,516,0
440,577,0
568,732,0
99,12,0
649,164,0
590,491,0
469,571,0
618,1464,0
124,1019,0
586,195,0
429,90,0
